98
87
Ch : RED,Ch : RED AMBIENT,Ch : IR,Ch: IR AMBIENT,Ch : RED - RED AMBIENT,Ch : IR - IR AMBIENT,Timestamp
0.28944,0.022363,0.74896,0.021152,0.26707699999999995,0.727808,0.0
0.28945,0.02235,0.7489,0.021123,0.2671,0.727777,0.0025626000000045224
0.28941,0.022393,0.74896,0.021153,0.267017,0.727807,0.004653699999998651
0.28947,0.022394,0.74907,0.021189,0.267076,0.727881,0.006283000000003369
0.28947,0.022389,0.74903,0.021184,0.267081,0.727846,0.007917200000001401
0.28947,0.022366,0.74908,0.021146,0.267104,0.727934,0.00940130000000039
0.28949,0.022333,0.74905,0.021072,0.26715700000000003,0.727978,0.012741400000003011
0.28951,0.022356,0.74914,0.021117,0.267154,0.728023,0.014043499999999653
0.28958,0.022403,0.74923,0.021205,0.267177,0.7280249999999999,0.01759489999999886
0.28957,0.022404,0.74928,0.021175,0.267166,0.728105,0.021165700000004506
0.28959,0.022389,0.74931,0.02119,0.267201,0.72812,0.02544420000000258
0.28954,0.022303,0.74929,0.021081,0.267237,0.728209,0.029047800000000734
0.28958,0.022326,0.74937,0.021147,0.267254,0.728223,0.03309440000000308
0.28966,0.022407,0.74944,0.021149,0.26725299999999996,0.728291,0.033899099999999294
0.28968,0.022373,0.74952,0.021151,0.267307,0.7283689999999999,0.037737599999999816
0.28966,0.022352,0.74956,0.021134,0.267308,0.728426,0.04172020000000032
0.28969,0.022342,0.74959,0.021125,0.26734800000000003,0.728465,0.04573729999999898
0.28972,0.022345,0.74964,0.021124,0.267375,0.7285159999999999,0.04954580000000419
0.2898,0.022377,0.74976,0.021213,0.267423,0.728547,0.05081040000000314
0.28981,0.022398,0.7498,0.021182,0.267412,0.728618,0.05424119999999988
0.28981,0.022358,0.74981,0.021168,0.267452,0.728642,0.05808919999999773
0.28981,0.022331,0.74985,0.021119,0.267479,0.728731,0.062400300000000186
0.28981,0.022361,0.74985,0.021141,0.267449,0.728709,0.0659206999999995
0.28986,0.022368,0.74995,0.021177,0.267492,0.728773,0.06671880000000385
0.28989,0.022412,0.74997,0.021177,0.267478,0.728793,0.07057430000000409
0.28986,0.022366,0.74997,0.02116,0.267494,0.7288100000000001,0.07454870000000113
0.28983,0.022369,0.74993,0.021133,0.26746099999999995,0.728797,0.07862120000000061
0.28982,0.022343,0.74999,0.021149,0.267477,0.7288410000000001,0.08254320000000348
0.28992,0.022379,0.75002,0.021164,0.26754100000000003,0.7288560000000001,0.0864522999999977
0.28991,0.022361,0.74999,0.021144,0.267549,0.728846,0.08726200000000262
0.2899,0.022388,0.75001,0.021149,0.26751199999999997,0.728861,0.09116339999999923
0.28983,0.02236,0.74999,0.021131,0.26747,0.728859,0.09505620000000192
0.28983,0.022339,0.74998,0.021124,0.267491,0.728856,0.09891850000000346
0.28987,0.022381,0.75002,0.021179,0.26748900000000003,0.7288410000000001,0.10284190000000137
0.28989,0.022367,0.74999,0.021178,0.26752299999999996,0.728812,0.10411570000000125
0.28988,0.022371,0.74999,0.021142,0.26750900000000005,0.728848,0.10751820000000123
0.28985,0.022338,0.74994,0.021165,0.26751199999999997,0.7287750000000001,0.11143500000000017
0.28986,0.02235,0.74994,0.021108,0.26751,0.728832,0.11535510000000215
0.28985,0.022372,0.74998,0.021182,0.267478,0.728798,0.1188943000000009
0.28987,0.022381,0.74996,0.021181,0.26748900000000003,0.728779,0.11968810000000474
0.28984,0.022377,0.74997,0.021129,0.267463,0.7288410000000001,0.12393440000000311
0.2898,0.022389,0.74993,0.021125,0.267411,0.728805,0.12795570000000112
0.28978,0.02235,0.74988,0.021115,0.26743,0.728765,0.1317615000000032
0.28988,0.022413,0.7499,0.021165,0.267467,0.728735,0.1356989000000013
0.28986,0.022402,0.7499,0.021205,0.26745800000000003,0.728695,0.13649200000000405
0.28982,0.022348,0.7499,0.021193,0.26747200000000004,0.728707,0.14018279999999805
0.28979,0.022339,0.74986,0.021124,0.267451,0.7287359999999999,0.14430949999999854
0.2898,0.022324,0.74987,0.021153,0.267476,0.7287170000000001,0.14824860000000228
0.28986,0.022383,0.74995,0.02116,0.267477,0.72879,0.1523225000000039
0.28985,0.022403,0.74994,0.021169,0.267447,0.7287710000000001,0.15616770000000457
0.28984,0.022394,0.74991,0.021147,0.26744599999999996,0.7287629999999999,0.15742260000000385
0.28983,0.022343,0.74987,0.021142,0.267487,0.728728,0.1607893000000047
