98
87
Ch : RED,Ch : RED AMBIENT,Ch : IR,Ch: IR AMBIENT,Ch : RED - RED AMBIENT,Ch : IR - IR AMBIENT,Timestamp
0.29505,0.022276,0.75603,0.021031,0.27277399999999996,0.734999,0.0
0.29501,0.022277,0.75599,0.020988,0.272733,0.735002,0.0041723999999874195
0.29507,0.02227,0.75608,0.021015,0.2728,0.735065,0.007484899999994354
0.29509,0.022293,0.75616,0.021039,0.272797,0.735121,0.011622899999991887
0.29512,0.022319,0.7562,0.021049,0.272801,0.735151,0.012561099999999215
0.29511,0.022297,0.75621,0.021014,0.27281299999999997,0.7351960000000001,0.016551499999991393
0.29508,0.022271,0.75622,0.020994,0.272809,0.735226,0.020390499999990652
0.29511,0.022255,0.75623,0.020982,0.27285499999999996,0.7352479999999999,0.024204499999996187
0.29516,0.022287,0.7563,0.02102,0.272873,0.7352799999999999,0.028012599999996723
0.29518,0.022314,0.75632,0.021058,0.272866,0.735262,0.028921499999995604
0.29518,0.022291,0.7563,0.021015,0.272889,0.735285,0.03288529999998957
0.29516,0.022276,0.75634,0.021012,0.27288399999999996,0.735328,0.036870199999995634
0.29515,0.022236,0.75636,0.020986,0.27291400000000005,0.7353740000000001,0.04068219999999201
0.29524,0.022311,0.75639,0.021049,0.272929,0.735341,0.04457259999999508
0.29526,0.022358,0.75649,0.021072,0.27290200000000003,0.735418,0.04599489999999662
0.29523,0.022314,0.7565,0.021027,0.272916,0.7354729999999999,0.049189899999987574
0.29522,0.022277,0.7565,0.021025,0.272943,0.735475,0.05320369999999741
0.29522,0.022278,0.75651,0.021012,0.27294199999999996,0.735498,0.05675469999999905
0.29527,0.022317,0.7566,0.021075,0.272953,0.7355250000000001,0.06096239999999398
0.29532,0.022306,0.75668,0.021066,0.27301400000000003,0.735614,0.06186439999999038
0.29533,0.022327,0.75666,0.021051,0.273003,0.735609,0.06554559999999299
0.29532,0.022303,0.75665,0.021022,0.273017,0.7356280000000001,0.06974679999999012
0.29528,0.022294,0.75666,0.020985,0.272986,0.735675,0.07337019999999939
0.29536,0.022326,0.75673,0.021025,0.273034,0.735705,0.0772501999999946
0.2954,0.022303,0.75682,0.021037,0.273097,0.7357830000000001,0.08127939999999967
0.29541,0.02231,0.75685,0.021028,0.2731,0.735822,0.08221439999999802
0.29539,0.022304,0.75686,0.021012,0.273086,0.735848,0.08617539999998769
0.29537,0.022295,0.75686,0.020993,0.273075,0.7358669999999999,0.08988789999999369
0.29544,0.02232,0.7569,0.021043,0.27312,0.735857,0.09394309999998995
0.29545,0.022348,0.75697,0.021063,0.273102,0.7359070000000001,0.09730949999999439
0.29546,0.022328,0.757,0.02104,0.273132,0.7359600000000001,0.09819269999999847
0.29548,0.022295,0.75703,0.021062,0.273185,0.735968,0.10227269999998612
0.29547,0.022278,0.75704,0.020998,0.273192,0.7360420000000001,0.10638779999999315
0.29554,0.022348,0.75711,0.021042,0.27319200000000005,0.736068,0.11026449999999954
0.29557,0.022366,0.75714,0.021042,0.273204,0.736098,0.11429149999999311
0.29555,0.022354,0.7572,0.021041,0.273196,0.736159,0.11521069999999156
0.29553,0.022298,0.75714,0.021014,0.27323200000000003,0.7361260000000001,0.11880919999998696
0.29552,0.022299,0.75718,0.021007,0.273221,0.736173,0.12240669999999909
0.29552,0.022301,0.75722,0.021049,0.273219,0.736171,0.12667779999999595
0.29561,0.022337,0.75733,0.021069,0.273273,0.7362609999999999,0.13055069999998636
0.29564,0.022344,0.75735,0.021061,0.27329600000000004,0.736289,0.13436259999998867
0.29561,0.022316,0.75737,0.021022,0.273294,0.736348,0.13535119999998813
0.29559,0.022273,0.75737,0.021018,0.27331700000000003,0.736352,0.1389224999999925
0.29569,0.022363,0.75738,0.021045,0.273327,0.7363350000000001,0.1430748999999878
0.29569,0.022362,0.75744,0.021091,0.273328,0.736349,0.146661299999991
0.29567,0.022316,0.7575,0.021059,0.273354,0.7364409999999999,0.1508659999999935
0.29564,0.02228,0.75748,0.021034,0.27336,0.736446,0.15177559999999346
0.29562,0.02228,0.75753,0.020988,0.27333999999999997,0.736542,0.15531579999999678
0.29574,0.022346,0.75755,0.02103,0.273394,0.73652,0.15962739999999087
0.29578,0.022361,0.75765,0.021063,0.27341899999999997,0.7365870000000001,0.16354849999999033
0.29578,0.022362,0.75764,0.021083,0.273418,0.736557,0.1671928999999892
0.29575,0.022326,0.75766,0.021035,0.273424,0.736625,0.1681008999999989
0.29573,0.02229,0.75767,0.020995,0.27344,0.736675,0.17229089999999303
0.29578,0.022325,0.75777,0.021059,0.273455,0.736711,0.1762007999999895
0.29586,0.022342,0.75783,0.021105,0.27351800000000004,0.736725,0.1799095999999878
0.29585,0.022334,0.75782,0.02106,0.273516,0.7367600000000001,0.1837614999999886
0.29584,0.022323,0.75785,0.021032,0.273517,0.736818,0.18465339999998776
0.29584,0.022302,0.7578,0.021043,0.273538,0.736757,0.18860359999999332
0.29589,0.022311,0.7579,0.021065,0.27357899999999996,0.736835,0.19242229999998983
0.29589,0.022358,0.75796,0.021051,0.273532,0.7369089999999999,0.19637149999999792
0.29592,0.022354,0.75803,0.021074,0.27356600000000003,0.7369559999999999,0.20030449999998723
0.29589,0.022357,0.75802,0.021062,0.27353299999999997,0.736958,0.20403279999999313
0.29588,0.022317,0.75799,0.021024,0.273563,0.736966,0.20514199999999505
0.2959,0.022353,0.75805,0.021027,0.273547,0.737023,0.20889039999998715
0.29594,0.02237,0.7581,0.021074,0.27357,0.737026,0.21284299999999234
0.29594,0.022334,0.75815,0.021063,0.27360599999999996,0.737087,0.21644029999998793
0.29595,0.022345,0.75813,0.02103,0.273605,0.7371,0.2205189999999959
0.29596,0.022289,0.75813,0.020999,0.273671,0.737131,0.22156090000000006
0.296,0.022342,0.75823,0.021022,0.27365799999999996,0.737208,0.2250873999999925
0.29605,0.022378,0.75823,0.02107,0.27367199999999997,0.7371599999999999,0.22883259999998984
0.29606,0.022369,0.75824,0.02107,0.273691,0.73717,0.23264859999999032
0.29603,0.0223,0.75822,0.021061,0.27373000000000003,0.737159,0.23647309999999777
0.29602,0.022317,0.75827,0.021035,0.27370300000000003,0.737235,0.23735849999999914
0.29603,0.02232,0.75832,0.021061,0.27371,0.737259,0.2411565999999965
0.29611,0.022383,0.7584,0.021094,0.273727,0.737306,0.2450353999999919
0.29609,0.022359,0.75837,0.021077,0.273731,0.737293,0.24895420000000001
0.29606,0.022353,0.75842,0.021052,0.273707,0.737368,0.2529064999999946
0.29606,0.022349,0.75838,0.021004,0.273711,0.737376,0.25342579999998804
0.29611,0.022361,0.75845,0.021038,0.27374899999999996,0.737412,0.25731209999999294
0.29613,0.022398,0.75856,0.02107,0.273732,0.73749,0.2613910999999973
0.29614,0.022312,0.75853,0.021057,0.273828,0.737473,0.26529839999999183
0.29617,0.022311,0.75857,0.021053,0.27385899999999996,0.737517,0.26930359999998643
0.29616,0.022273,0.75857,0.020991,0.273887,0.737579,0.27318519999998614
0.2962,0.02234,0.75857,0.021027,0.27386,0.737543,0.27408039999998834
0.29621,0.022393,0.75866,0.021104,0.273817,0.737556,0.277753699999991
0.29622,0.022366,0.75872,0.021059,0.273854,0.7376609999999999,0.28174109999999075
0.29621,0.022333,0.75866,0.021053,0.273877,0.737607,0.2857646999999872
0.29616,0.022286,0.75867,0.020976,0.27387399999999995,0.737694,0.289664099999996
0.29621,0.022342,0.75879,0.021069,0.273868,0.737721,0.29020099999999616
0.29629,0.022375,0.7588,0.021066,0.273915,0.737734,0.29420129999999745
0.29631,0.022358,0.75887,0.021073,0.27395200000000003,0.737797,0.298175999999998
0.2963,0.02231,0.75884,0.021049,0.27399,0.737791,0.30213489999999865
0.29626,0.022276,0.75889,0.02103,0.273984,0.73786,0.3060887999999977
0.29636,0.02233,0.75895,0.021053,0.27403,0.737897,0.3065779999999876
0.29638,0.022416,0.75903,0.021096,0.273964,0.737934,0.3105722999999898
0.29639,0.022356,0.75901,0.021106,0.274034,0.737904,0.31456909999999993
0.2964,0.022374,0.75901,0.021056,0.274026,0.737954,0.3185697999999917
0.29639,0.022315,0.75905,0.021033,0.27407499999999996,0.738017,0.32254009999999766
0.2964,0.022361,0.7591,0.021043,0.274039,0.738057,0.3230076999999909
0.29645,0.022369,0.75916,0.021102,0.274081,0.738058,0.326926499999999
0.29644,0.022343,0.75915,0.021103,0.274097,0.738047,0.33098489999999003
0.29644,0.022356,0.75919,0.021063,0.274084,0.738127,0.3349594999999965
0.29642,0.022334,0.75914,0.021009,0.274086,0.7381310000000001,0.33892249999999535
0.29646,0.022349,0.75927,0.021054,0.274111,0.738216,0.3428348999999997
0.29651,0.022338,0.7593,0.021113,0.27417199999999997,0.7381869999999999,0.34337909999999283
0.29652,0.022375,0.7593,0.021077,0.274145,0.738223,0.34740929999999537
0.2965,0.022332,0.75932,0.021048,0.27416799999999997,0.738272,0.35137459999999976
0.29651,0.022326,0.75932,0.021055,0.274184,0.738265,0.35536499999999194
0.29648,0.022341,0.75936,0.021098,0.274139,0.7382620000000001,0.35921749999999975
0.29656,0.022393,0.75941,0.021097,0.274167,0.738313,0.3597277999999875
0.29655,0.02233,0.75943,0.02113,0.27421999999999996,0.7383000000000001,0.3637949999999961
0.29654,0.022328,0.75941,0.021029,0.274212,0.7383810000000001,0.36776999999999305
0.29653,0.022318,0.75941,0.021008,0.274212,0.738402,0.3717226999999923
0.29655,0.022357,0.75944,0.021035,0.27419299999999996,0.738405,0.37564779999999587
0.29663,0.022392,0.75957,0.021085,0.274238,0.738485,0.37614099999998984
0.29662,0.022344,0.75959,0.021101,0.274276,0.738489,0.38013819999999043
0.2966,0.022343,0.75962,0.021079,0.274257,0.738541,0.3841435999999874
0.2966,0.022291,0.75962,0.021025,0.27430899999999997,0.738595,0.38853679999999713
0.29666,0.022367,0.75973,0.021071,0.27429299999999995,0.7386590000000001,0.3926641999999987
0.29669,0.022405,0.75971,0.021123,0.274285,0.738587,0.39321259999999825
0.29671,0.022373,0.75976,0.021097,0.274337,0.738663,0.39708019999999067
0.29671,0.022371,0.75978,0.021118,0.274339,0.738662,0.40114119999999787
0.29669,0.022322,0.75978,0.021059,0.274368,0.738721,0.4054176999999868
0.29674,0.02233,0.75984,0.021057,0.27441,0.738783,0.4090697999999975
0.29679,0.022425,0.75991,0.021105,0.27436499999999997,0.7388049999999999,0.41307599999998956
0.29676,0.02239,0.75989,0.021079,0.27437,0.738811,0.41369219999999984
0.29677,0.022402,0.75993,0.021073,0.274368,0.738857,0.41785689999998965
0.29679,0.02233,0.75997,0.021046,0.27446,0.738924,0.4217466999999999
0.2968,0.022353,0.75996,0.021078,0.274447,0.7388819999999999,0.4256053999999949
0.29681,0.022416,0.76006,0.021134,0.274394,0.738926,0.42946619999999314
0.29684,0.022388,0.76006,0.021157,0.274452,0.738903,0.43005029999999067
0.29682,0.022414,0.76007,0.021106,0.274406,0.7389640000000001,0.43412489999998627
0.29683,0.022348,0.76004,0.021054,0.274482,0.738986,0.4379866999999962
0.29683,0.022374,0.76007,0.021074,0.274456,0.738996,0.44144559999999444
0.29691,0.02239,0.76019,0.021122,0.27452,0.7390680000000001,0.4458231999999924
0.2969,0.022412,0.76016,0.021126,0.274488,0.739034,0.44642059999999617
0.29689,0.022379,0.76017,0.021104,0.274511,0.739066,0.45038869999999065
0.29688,0.022354,0.7602,0.021051,0.274526,0.739149,0.4541506999999996
0.29692,0.022389,0.76023,0.021094,0.274531,0.739136,0.4585023999999862
0.29697,0.022392,0.76025,0.021132,0.274578,0.7391179999999999,0.4624212999999884
0.29696,0.022417,0.76032,0.021115,0.274543,0.739205,0.4630101999999994
0.29697,0.02241,0.76027,0.021109,0.27456,0.739161,0.46689029999998866
0.29695,0.022346,0.76027,0.02109,0.274604,0.73918,0.4706964999999883
0.29699,0.022397,0.76038,0.02109,0.274593,0.7392899999999999,0.4742971999999952
0.29704,0.022404,0.76038,0.02112,0.27463600000000005,0.7392599999999999,0.4782261999999946
0.29701,0.022453,0.7604,0.021121,0.274557,0.739279,0.48267349999999
0.29703,0.022409,0.76047,0.021111,0.274621,0.739359,0.48332819999998833
0.29699,0.022357,0.76043,0.021147,0.27463299999999996,0.739283,0.4873967999999991
0.297,0.022361,0.76045,0.02106,0.27463899999999997,0.73939,0.49089869999998825
0.29704,0.022436,0.76052,0.021141,0.274604,0.739379,0.4952225999999911
0.29707,0.022425,0.76052,0.021144,0.27464500000000003,0.7393759999999999,0.4990542999999974
0.29704,0.022371,0.76051,0.021121,0.27466900000000005,0.7393890000000001,0.49975359999999114
0.29704,0.022383,0.7605,0.021069,0.27465700000000004,0.739431,0.5038867999999894
0.29698,0.022351,0.76048,0.021055,0.274629,0.739425,0.507720099999986
0.29704,0.022401,0.76049,0.021125,0.274639,0.739365,0.5116646999999972
0.29704,0.022444,0.76044,0.021109,0.274596,0.739331,0.5156337999999892
0.29696,0.022382,0.76025,0.021097,0.274578,0.739153,0.5162693999999988
0.29687,0.02234,0.76015,0.021076,0.27453000000000005,0.739074,0.5201127999999926
0.2968,0.022336,0.75996,0.021103,0.274464,0.738857,0.5240868999999861
0.29674,0.022409,0.75989,0.021133,0.274331,0.738757,0.528103399999992
0.29664,0.022421,0.75967,0.021148,0.274219,0.7385219999999999,0.5314656999999983
0.29657,0.022393,0.75931,0.021102,0.274177,0.7382080000000001,0.5321110999999945
0.29642,0.022357,0.75914,0.021081,0.274063,0.738059,0.5358943999999894
0.29629,0.022329,0.75878,0.021063,0.273961,0.737717,0.5400324999999953
0.29623,0.022363,0.75845,0.021114,0.27386699999999997,0.737336,0.5445402999999942
0.29607,0.022363,0.75825,0.021093,0.273707,0.737157,0.5478746000000001
0.29584,0.022355,0.75785,0.021061,0.273485,0.736789,0.5523082999999929
0.29576,0.022309,0.75742,0.021033,0.273451,0.736387,0.5534457999999916
0.29558,0.022301,0.75721,0.021033,0.273279,0.7361770000000001,0.5568388999999883
0.29546,0.022313,0.75687,0.021086,0.27314700000000003,0.735784,0.5603378999999933
0.29537,0.022316,0.75648,0.021041,0.273054,0.7354390000000001,0.5649045999999913
0.29518,0.022301,0.75627,0.021055,0.272879,0.735215,0.5686622999999997
0.29501,0.022261,0.75585,0.020976,0.272749,0.734874,0.5709741999999949
0.29493,0.022248,0.75549,0.020968,0.27268200000000004,0.734522,0.5745388999999932
0.2948,0.022307,0.75533,0.020998,0.272493,0.734332,0.5781773999999871
0.29469,0.022299,0.75504,0.021024,0.272391,0.734016,0.5817114999999973
0.29461,0.022268,0.75474,0.021025,0.272342,0.733715,0.5853087999999929
0.29446,0.022227,0.75457,0.020974,0.272233,0.7335959999999999,0.5877875999999986
0.29433,0.022215,0.75428,0.020962,0.272115,0.7333179999999999,0.5902351999999951
0.29432,0.022317,0.7541,0.020974,0.27200300000000005,0.7331259999999999,0.5933924999999931
0.29423,0.022279,0.75402,0.021012,0.271951,0.733008,0.5970985999999954
0.29415,0.022268,0.75379,0.02096,0.271882,0.73283,0.6015555999999975
0.29408,0.022239,0.75357,0.020932,0.271841,0.732638,0.6021279999999933
0.29403,0.022223,0.75352,0.020947,0.271807,0.7325729999999999,0.6058863999999886
0.29401,0.022247,0.75344,0.020987,0.271763,0.732453,0.6101766999999967
0.29397,0.02226,0.75334,0.020994,0.27171,0.732346,0.6141868999999929
0.29393,0.022206,0.75328,0.020957,0.271724,0.732323,0.6179975999999954
0.29387,0.022222,0.75324,0.020915,0.271648,0.732325,0.6218253999999916
0.29385,0.022192,0.75313,0.020934,0.271658,0.732196,0.6227072999999876
0.29389,0.022231,0.75316,0.020964,0.271659,0.7321960000000001,0.6266428999999931
0.2939,0.022255,0.75315,0.020974,0.27164499999999997,0.7321759999999999,0.6306543999999974
0.29386,0.022242,0.75313,0.020969,0.271618,0.732161,0.6346203999999886
0.29383,0.022176,0.7531,0.020963,0.27165399999999995,0.732137,0.6378530999999867
0.29379,0.022158,0.75308,0.020919,0.271632,0.732161,0.6387758999999988
0.29388,0.022235,0.75317,0.02097,0.27164499999999997,0.7322,0.6426747999999947
0.29388,0.022216,0.75313,0.020987,0.27166399999999996,0.732143,0.6464896999999894
0.29387,0.022231,0.75316,0.020974,0.271639,0.732186,0.6509373999999895
0.29387,0.022199,0.75313,0.020971,0.271671,0.732159,0.6543217999999911
0.29385,0.022198,0.75314,0.02095,0.271652,0.73219,0.654959699999992
0.29389,0.02225,0.75326,0.020996,0.27164,0.732264,0.6593064999999996
0.29391,0.022252,0.75321,0.020983,0.271658,0.7322270000000001,0.6633787999999896
0.2939,0.022249,0.75325,0.020934,0.271651,0.732316,0.6674046999999916
0.29391,0.022185,0.75322,0.020898,0.271725,0.732322,0.671439399999997
0.29389,0.022213,0.7532,0.020929,0.271677,0.732271,0.6721474000000001
0.29396,0.02221,0.75328,0.020947,0.27175,0.7323329999999999,0.6751058999999913
0.29396,0.022224,0.75335,0.020963,0.271736,0.732387,0.6797076999999945
0.29395,0.022222,0.75332,0.020942,0.27172799999999997,0.732378,0.683823199999992
0.2939,0.022202,0.75332,0.020935,0.271698,0.732385,0.687712299999987
0.29388,0.022171,0.7533,0.020926,0.271709,0.732374,0.6916722999999934
0.29394,0.022199,0.75331,0.020939,0.27174099999999995,0.732371,0.6922859999999957
0.29397,0.022232,0.75337,0.020972,0.27173800000000004,0.732398,0.6962899999999905
0.29392,0.022219,0.75333,0.020947,0.271701,0.732383,0.7001658999999876
0.2939,0.022221,0.75329,0.020926,0.271679,0.732364,0.7042684999999977
0.29388,0.022194,0.75329,0.020919,0.271686,0.732371,0.7082077999999967
0.29392,0.022225,0.75332,0.021,0.271695,0.73232,0.708786499999988
0.29394,0.02221,0.75333,0.020991,0.27172999999999997,0.7323390000000001,0.7126656999999881
0.29392,0.022204,0.75326,0.020964,0.271716,0.7322960000000001,0.7166336999999885
0.29389,0.022205,0.75321,0.020927,0.271685,0.732283,0.7206855999999959
0.29383,0.022195,0.75316,0.020904,0.27163499999999996,0.732256,0.7240006999999906
0.29393,0.022207,0.75313,0.020978,0.27172300000000005,0.7321519999999999,0.7246129999999908
0.29392,0.022258,0.75316,0.020981,0.271662,0.732179,0.7284761999999887
0.29385,0.022215,0.75313,0.020972,0.271635,0.732158,0.7330774999999932
0.29377,0.022203,0.7531,0.020942,0.271567,0.732158,0.7369754999999998
0.29378,0.022196,0.75299,0.020939,0.271584,0.732051,0.7407457999999991
0.29379,0.022217,0.75304,0.020968,0.271573,0.7320720000000001,0.7413185999999996
0.29382,0.022266,0.75301,0.020948,0.271554,0.732062,0.7454583999999898
0.2938,0.022219,0.75291,0.020974,0.271581,0.7319359999999999,0.7488932999999918
0.29371,0.022206,0.75287,0.020912,0.271504,0.731958,0.7536497999999909
0.2937,0.022165,0.75285,0.020926,0.271535,0.731924,0.7573010999999923
0.29375,0.022215,0.75287,0.020954,0.271535,0.731916,0.7608909999999867
0.2938,0.022248,0.75292,0.020958,0.271552,0.731962,0.7615062999999935
0.29379,0.022243,0.75287,0.020944,0.271547,0.7319260000000001,0.7659178999999909
0.29375,0.02221,0.75287,0.020939,0.27154,0.731931,0.7698328999999973
0.29371,0.022163,0.75282,0.020933,0.27154700000000004,0.7318870000000001,0.7737616999999943
0.29376,0.022196,0.75283,0.020963,0.271564,0.731867,0.7778249999999929
0.29376,0.022248,0.7529,0.020986,0.27151200000000003,0.7319140000000001,0.7787496999999917
0.29372,0.022234,0.75288,0.020974,0.271486,0.731906,0.7822436999999951
0.29376,0.022183,0.75287,0.020956,0.271577,0.7319140000000001,0.7863128999999986
0.29375,0.022163,0.75293,0.02091,0.271587,0.73202,0.7902902999999952
0.29378,0.022229,0.75296,0.02097,0.271551,0.7319899999999999,0.794199699999993
0.29385,0.022249,0.753,0.020987,0.271601,0.732013,0.7947759999999988
0.29385,0.022258,0.75306,0.020972,0.271592,0.732088,0.798744599999992
0.29383,0.022211,0.75309,0.020916,0.271619,0.732174,0.8026831999999899
0.29381,0.022191,0.75312,0.020921,0.271619,0.732199,0.8060565999999909
0.29388,0.022215,0.75318,0.020957,0.271665,0.732223,0.8105113999999958
0.29394,0.022247,0.75329,0.020968,0.27169299999999996,0.732322,0.8111266999999884
0.29396,0.022212,0.75333,0.020974,0.271748,0.732356,0.8151565999999946
0.29394,0.022215,0.75334,0.020962,0.271725,0.732378,0.8188201999999905
0.29394,0.022187,0.75335,0.020936,0.27175299999999997,0.732414,0.8225425999999914
0.29398,0.022215,0.75344,0.020956,0.27176500000000003,0.732484,0.8268568999999957
0.29404,0.022255,0.75353,0.020992,0.271785,0.732538,0.8308489999999864
0.29405,0.022256,0.75353,0.020987,0.271794,0.732543,0.8317409999999938
0.29405,0.022238,0.75358,0.020959,0.271812,0.7326210000000001,0.835579299999992
0.29402,0.022189,0.75355,0.020941,0.271831,0.7326090000000001,0.8390615999999937
0.2941,0.022234,0.75364,0.02097,0.271866,0.7326699999999999,0.843270099999998
0.29412,0.022299,0.75373,0.020958,0.271821,0.732772,0.8473393999999956
0.29411,0.022246,0.75372,0.020999,0.271864,0.732721,0.8482706999999863
0.29413,0.022208,0.75374,0.02094,0.271922,0.7328,0.852127799999991
0.29408,0.022193,0.75374,0.020927,0.271887,0.7328129999999999,0.8559760999999924
0.29413,0.022236,0.75376,0.020925,0.271894,0.732835,0.8596450999999945
0.29415,0.022257,0.75379,0.021008,0.27189300000000005,0.7327819999999999,0.8637302999999861
0.29415,0.022252,0.75381,0.021013,0.27189800000000003,0.732797,0.8646060999999889
0.29409,0.022204,0.7538,0.020946,0.271886,0.732854,0.8683652999999936
0.2941,0.022148,0.75375,0.020938,0.27195199999999997,0.732812,0.8727154999999982
0.29414,0.022229,0.75376,0.02095,0.271911,0.73281,0.8762743999999998
0.29415,0.022249,0.75381,0.021011,0.271901,0.732799,0.8799667999999912
0.29415,0.022248,0.75378,0.020957,0.27190200000000003,0.732823,0.8808352999999869
